AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;SG_UF_PROGRAMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;ANO_INICIO_PROGRAMA;AN_INICIO_CURSO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA;DS_CLIENTELA_QUADRIENAL_2017
2016;CIÊNCIAS DA SAÚDE;MEDICINA;SAÚDE MATERNO-INFANTIL;NÃO SE APLICA;16;MEDICINA II;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;PROFISSIONAL;42001013100P3;GENÉTICA APLICADA À MEDICINA;GENETICS APPLIED TO MEDICINE;RS;MESTRADO PROFISSIONAL;4;2012;2012;NÃO;NA;EM FUNCIONAMENTO;05MAR2012:00:00:00;122453;58454;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;POLÍTICA INTERNACIONAL;RELAÇÕES INTERNACIONAIS, BILATERAIS E MULTILATERAIS;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013101P0;ESTUDOS ESTRATÉGICOS INTERNACIONAIS;INTERNATIONAL STRATEGIC STUDIES DOCTORAL PROGRAM;RS;MESTRADO/DOUTORADO;4;2011;2011/2011;NÃO;NA;EM FUNCIONAMENTO;23MAR2012:00:00:00;121667;57750;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013102P6;ASSISTÊNCIA FARMACÊUTICA;GRADUATE PROGRAM IN PHARMACEUTICAL SERVICES;RS;MESTRADO;3;2011;2011;SIM;"UVV;UFSC;UFPR;UFES;UFBA";EM FUNCIONAMENTO;03JAN2012:00:00:00;121646;57709;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;PROFISSIONAL;42001013103P2;ENSINO NA SAÚDE;POSTGRADUATE PROGRAM IN TEACHING IN HEALTH SCIENCE - PROFESSIONAL MASTER'S DEGREE;RS;MESTRADO PROFISSIONAL;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;25OCT2012:00:00:00;121316;57395;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013104P9;SAÚDE COLETIVA;POSTGRADUATE COURSE IN COLLECTIVE HEALTH;RS;MESTRADO;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;06DEC2013:00:00:00;121072;57160;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;FARMACOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013105P5;CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA;GRADUATE PROGRAM IN BIOLOGICAL SCIENCES: PHARMACOLOGY AND THERAPEUTICS;RS;MESTRADO/DOUTORADO;4;2014;2014/2014;NÃO;NA;EM FUNCIONAMENTO;28AUG2014:00:00:00;121004;57106;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;GINECOLOGIA E OBSTETRÍCIA;17;MEDICINA III;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013106P1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;POST-GRADUATION PROGRAMM IN HEALTH SCIENCES: GYNECOLOGY AND OBSTETRICS;RS;MESTRADO/DOUTORADO;4;2014;2014/2014;NÃO;NA;EM FUNCIONAMENTO;11MAR2014:00:00:00;119760;55974;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013107P8;PSICANÁLISE: CLÍNICA E CULTURA;PSYCHOANALYSIS: CLINIC AND CULTURE;RS;MESTRADO;3;2015;2015;NÃO;NA;EM FUNCIONAMENTO;17MAR2015:00:00:00;121684;57730;ACOMPANHAMENTO
2016;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;NÃO SE APLICA;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013156P9;POLÍTICAS PÚBLICAS;POSTGRADUATE PROGRAM IN PUBLIC POLICY;RS;MESTRADO/DOUTORADO;5;2015;2015/2015;NÃO;NA;EM FUNCIONAMENTO;16APR2015:00:00:00;121303;57371;ACOMPANHAMENTO
2016;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA PREVENTIVA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;PROFISSIONAL;42001013157P5;ALIMENTOS DE ORIGEM ANIMAL;ANIMAL ORIGIN PRODUTCS POST-GRADUATE PROGRAM;RS;MESTRADO PROFISSIONAL;3;2015;2015;NÃO;NA;EM FUNCIONAMENTO;13MAY2015:00:00:00;123683;59574;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013158P1;POLÍTICA SOCIAL E SERVIÇO SOCIAL;SOCIAL POLICY AND SOCIAL SERVICE;RS;MESTRADO;3;2016;2016;NÃO;NA;EM FUNCIONAMENTO;23FEB2016:00:00:00;123385;59291;ACOMPANHAMENTO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;CIÊNCIAS CONTÁBEIS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PORTO ALEGRE;ACADÊMICO;42001013170P1;CONTROLADORIA E CONTABILIDADE;CONTROLLERSHIP AND ACCOUNTING;RS;MESTRADO;3;2016;2016;NÃO;NA;EM FUNCIONAMENTO;23FEB2016:00:00:00;121597;57640;ACOMPANHAMENTO
2016;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010001P5;EDUCAÇÃO;POST GRADUATE PROGRAM COURSE EDUCATION;RS;MESTRADO/DOUTORADO;5;1970;1970/2008;NÃO;NA;EM FUNCIONAMENTO;13JAN2014:00:00:00;124518;60312;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;FILOSOFIA;NÃO SE APLICA;NÃO SE APLICA;33;FILOSOFIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010002P1;FILOSOFIA;GRADUATE PROGRAM IN PHILOSOPHY;RS;MESTRADO/DOUTORADO;4;1973;1973/2011;NÃO;NA;EM FUNCIONAMENTO;02DEC2013:00:00:00;124407;60206;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010003P8;ENGENHARIA ELÉTRICA;GRADUATE PROGRAM IN ELECTRICAL ENGINEERING;RS;MESTRADO/DOUTORADO;6;1974;1974/1999;NÃO;NA;EM FUNCIONAMENTO;11JUL2013:00:00:00;123121;59038;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010004P4;ENGENHARIA DE PRODUÇÃO;PRODUCTION ENGINEERING POSTGRADUATE PROGRAM;RS;MESTRADO;3;1974;1974;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;123442;59348;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010007P3;AGRONOMIA;POSTGRADUATE PROGRAM IN AGRONOMY;RS;MESTRADO/DOUTORADO;5;1971;1971/1999;NÃO;NA;EM FUNCIONAMENTO;10AUG2010:00:00:00;120253;56387;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;ENGENHARIA AGRÍCOLA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010008P0;ENGENHARIA AGRÍCOLA;GRADUATE PROGRAM IN AGRICULTURAL ENGINEERING;RS;MESTRADO/DOUTORADO;4;1972;1972/2001;NÃO;NA;EM FUNCIONAMENTO;30JAN2013:00:00:00;122299;58311;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;AGRONOMIA;EXTENSÃO RURAL;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010009P6;EXTENSÃO RURAL;RURAL EXTENSION POSGRADUATE PROGRAM;RS;MESTRADO/DOUTORADO;4;1975;1975/2008;NÃO;NA;EM FUNCIONAMENTO;18JAN2013:00:00:00;120604;56715;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;ZOOTECNIA;NÃO SE APLICA;NÃO SE APLICA;23;ZOOTECNIA / RECURSOS PESQUEIROS;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010010P4;ZOOTECNIA;ANIMAL SCIENCE POST-GRADUATION PROGRAM;RS;MESTRADO/DOUTORADO;4;1974;1974/2004;NÃO;NA;EM FUNCIONAMENTO;10AUG2010:00:00:00;119485;55775;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010011P0;MEDICINA VETERINÁRIA;VETERINARY MEDICINE GRADUATE PROGRAM;RS;MESTRADO/DOUTORADO;7;1974;1974/1997;NÃO;NA;EM FUNCIONAMENTO;19APR2013:00:00:00;123482;59388;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;4;QUÍMICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010012P7;QUÍMICA;GRADUATE PROGRAM IN CHEMISTRY;RS;MESTRADO/DOUTORADO;6;1985;1985/1993;NÃO;NA;EM FUNCIONAMENTO;23JUN2010:00:00:00;124831;60544;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010013P3;CIÊNCIA E TECNOLOGIA DOS ALIMENTOS;GRADUATE PROGRAM ON FOOD SCIENCE AND TECHNOLOGY;RS;MESTRADO/DOUTORADO;4;1985;1985/2009;NÃO;NA;EM FUNCIONAMENTO;20JUN2013:00:00:00;123850;59757;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LETRAS / LINGUÍSTICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010014P0;LETRAS;POST-GRADUATION PROGRAM IN LANGUAGE AND LITERATURE STUDIES;RS;MESTRADO/DOUTORADO;5;1988;1988/2003;NÃO;NA;EM FUNCIONAMENTO;08MAY2013:00:00:00;121955;57987;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010015P6;ENGENHARIA FLORESTAL;POSTGRADUATE PROGRAM IN FORESTRY;RS;MESTRADO/DOUTORADO;5;1990;1990/1997;NÃO;NA;EM FUNCIONAMENTO;13DEC2012:00:00:00;123689;59580;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;FONOAUDIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010017P9;DISTÚRBIOS DA COMUNICAÇÃO HUMANA;HUMAN COMMUNICATION DISORDERS;RS;MESTRADO/DOUTORADO;5;1992;1992/2011;NÃO;NA;EM FUNCIONAMENTO;16JUL2013:00:00:00;122058;58082;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010019P1;FÍSICA;GRADUATE PROGRAM IN PHYSICS;RS;MESTRADO/DOUTORADO;4;1994;1994/1999;NÃO;NA;EM FUNCIONAMENTO;17JUL2012:00:00:00;121897;57929;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010020P0;ENGENHARIA CIVIL;GRADUATE PROGRAM IN CIVIL ENGINEERING;RS;MESTRADO/DOUTORADO;4;1994;1994/2014;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122537;58538;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;BIOQUÍMICA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010023P9;CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA);BIOLOGICAL SCIENCES: TOXICOLOGICAL BIOCHEMISTRY;RS;MESTRADO/DOUTORADO;5;1998;1998/2003;NÃO;NA;EM FUNCIONAMENTO;18MAR2014:00:00:00;123317;59262;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010025P1;GEOGRAFIA;POST-GRADUATE PROGRAM IN GEOGRAPHY;RS;MESTRADO/DOUTORADO;4;2003;2003/2013;NÃO;NA;EM FUNCIONAMENTO;05DEC2013:00:00:00;120699;56810;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010026P8;BIODIVERSIDADE ANIMAL;ANIMAL DIVERSITY;RS;MESTRADO/DOUTORADO;4;2003;2003/2009;NÃO;NA;EM FUNCIONAMENTO;24JAN2014:00:00:00;122128;58172;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010027P4;CIÊNCIA DO SOLO;SOIL SCIENCE;RS;MESTRADO/DOUTORADO;5;2003;2003/2003;NÃO;NA;EM FUNCIONAMENTO;23OCT2012:00:00:00;122184;58212;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010029P7;CIÊNCIAS FARMACÊUTICAS;PHARMACEUTICAL SCIENCES;RS;MESTRADO/DOUTORADO;4;2004;2004/2012;NÃO;NA;EM FUNCIONAMENTO;20SEP2012:00:00:00;121998;58029;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010030P5;ADMINISTRAÇÃO;POST GRADUATION PROGRAM IN BUSINESS ADMINISTRATION;RS;MESTRADO/DOUTORADO;4;2003;2003/2012;NÃO;NA;EM FUNCIONAMENTO;21DEC2012:00:00:00;123772;59685;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010031P1;COMUNICAÇÃO;POSTGRADUATE PROGRAM IN COMMUNICATION;RS;MESTRADO/DOUTORADO;5;2006;2006/2012;NÃO;NA;EM FUNCIONAMENTO;09JUL2013:00:00:00;121780;57817;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;FARMACOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010032P8;FARMACOLOGIA;GRADUATION PROGRAM IN PHARMACOLOGY;RS;MESTRADO/DOUTORADO;4;2006;2006/2009;NÃO;NA;EM FUNCIONAMENTO;21MAR2012:00:00:00;119711;55960;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;PROFISSIONAL;42002010033P4;PATRIMÔNIO CULTURAL;POSGRADUATION IN CULTURAL HERITAGE;RS;MESTRADO PROFISSIONAL;4;2008;2008;NÃO;NA;EM FUNCIONAMENTO;18JAN2013:00:00:00;124390;60223;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010034P0;MATEMÁTICA;GRADUATE PROGRAM IN MATHEMATICS;RS;MESTRADO;3;2007;2007;NÃO;NA;EM FUNCIONAMENTO;25JUN2012:00:00:00;121954;58006;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010035P7;ENFERMAGEM;NURSING GRADUATE PROGRAM;RS;MESTRADO/DOUTORADO;4;2007;2007/2014;NÃO;NA;EM FUNCIONAMENTO;06MAR2014:00:00:00;122246;58254;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010036P3;INFORMÁTICA;COMPUTER SCIENCE;RS;MESTRADO;3;2007;2007;NÃO;NA;EM FUNCIONAMENTO;13NOV2013:00:00:00;123539;59452;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES / MÚSICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010037P0;ARTES VISUAIS;VISUAL ARTS POST GRADUATED PROGRAM;RS;MESTRADO;3;2007;2007;NÃO;NA;EM FUNCIONAMENTO;04JUN2013:00:00:00;125001;60640;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010038P6;ENGENHARIA QUÍMICA;GRADUATE PROGRAM IN CHEMICAL ENGINEERING;RS;MESTRADO/DOUTORADO;4;2008;2008/2015;NÃO;NA;EM FUNCIONAMENTO;14AUG2013:00:00:00;121743;57801;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;METEOROLOGIA;NÃO SE APLICA;5;GEOCIÊNCIAS;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010040P0;METEOROLOGIA;GRADUATE PROGRAM IN METEOROLOGY - FEDERAL UNIVERSITY OF SANTA MARIA;RS;MESTRADO/DOUTORADO;4;2008;2008/2013;NÃO;NA;EM FUNCIONAMENTO;26MAR2013:00:00:00;121338;57406;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010041P7;CIÊNCIAS SOCIAIS;SOCIAL SCIENCES;RS;MESTRADO;3;2008;2008;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;122404;58428;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SANTA MARIA;ACADÊMICO;42002010042P3;CIÊNCIAS ODONTOLÓGICAS;MASTER'S AND DOCTORAL DEGREE IN DENTAL SCIENCES;RS;MESTRADO/DOUTORADO;4;2008;2008/2013;NÃO;NA;EM FUNCIONAMENTO;23JAN2013:00:00:00;121748;57805;AVALIAÇÃO
